unified_id,original_id,product_name,sentiment,opinion,score,date,source_file
3347,147,Ice Skates Model X,negative,Blade steel scratches quickly.,1.0,2025-12-27,opinions_ND.csv
3348,148,Ice Skates Model X,negative,Not enough mid-foot support.,1.0,2024-01-09,opinions_ND.csv
3349,149,Ice Skates Model X,negative,Difficult to lace evenly.,1.0,2024-01-28,opinions_ND.csv
3350,150,Ice Skates Model X,negative,The heel feels too low.,2.0,2024-02-12,opinions_ND.csv
3351,151,Ice Skates Model X,negative,Stitching comes loose in spots.,1.0,2024-02-24,opinions_ND.csv
3352,152,Ice Skates Model X,negative,Boot feels bulky.,2.0,2024-03-12,opinions_ND.csv
3353,153,Ice Skates Model X,negative,Edges dull faster than expected.,1.0,2024-03-27,opinions_ND.csv
3354,154,Ice Skates Model X,negative,Causes mild rubbing on the sides.,1.0,2024-04-14,opinions_ND.csv
3355,155,Ice Skates Model X,negative,Eyelets feel weaker than they should.,1.0,2024-04-30,opinions_ND.csv
3356,156,Ice Skates Model X,negative,Doesn’t provide enough toe protection.,2.0,2024-05-18,opinions_ND.csv
3357,157,Ice Skates Model X,negative,The liner absorbs moisture too easily.,1.0,2024-05-31,opinions_ND.csv
3358,158,Ice Skates Model X,negative,Feels cheap compared to similar models.,1.0,2024-06-15,opinions_ND.csv
3359,159,Ice Skates Model X,negative,Blade profile feels off-balance.,1.0,2024-06-27,opinions_ND.csv
3360,160,Ice Skates Model X,negative,Sole feels too stiff.,2.0,2024-07-11,opinions_ND.csv
3361,161,Ice Skates Model X,negative,Toe box feels cramped.,1.0,2024-07-29,opinions_ND.csv
3362,162,Ice Skates Model X,negative,Not warm enough for very cold days.,1.0,2024-08-14,opinions_ND.csv
3363,163,Ice Skates Model X,negative,Tongue padding flattens quickly.,1.0,2024-08-30,opinions_ND.csv
3364,164,Ice Skates Model X,negative,Feels unstable when turning fast.,1.0,2024-09-15,opinions_ND.csv
3365,165,Ice Skates Model X,negative,Loops for laces feel small.,2.0,2024-10-02,opinions_ND.csv
3366,166,Ice Skates Model X,negative,Ankle area opens up over time.,1.0,2024-10-20,opinions_ND.csv
3367,167,Ice Skates Model X,negative,Edges chip on rough ice.,1.0,2024-11-03,opinions_ND.csv
3368,168,Ice Skates Model X,negative,Boot wrinkles easily.,2.0,2024-11-22,opinions_ND.csv
3369,169,Ice Skates Model X,negative,Foot slides slightly despite correct size.,2.0,2024-12-06,opinions_ND.csv
3370,170,Ice Skates Model X,negative,Laces collect moisture.,1.0,2024-12-19,opinions_ND.csv
3371,171,Ice Skates Model X,negative,Not supportive enough for jumps.,1.0,2025-01-06,opinions_ND.csv
3372,172,Ice Skates Model X,negative,Toe pick catches too often.,1.0,2025-01-23,opinions_ND.csv
3373,173,Ice Skates Model X,negative,Blade lacks smoothness on turns.,1.0,2025-02-04,opinions_ND.csv
3374,174,Ice Skates Model X,negative,Padding on the sides wears quickly.,1.0,2025-02-19,opinions_ND.csv
3375,175,Ice Skates Model X,negative,Outer shell gets scratched easily.,1.0,2025-03-05,opinions_ND.csv
3376,176,Ice Skates Model X,negative,Heel counter feels overly stiff.,2.0,2025-03-21,opinions_ND.csv
3377,177,Ice Skates Model X,negative,Arch area doesn’t feel fully supported.,1.0,2025-04-06,opinions_ND.csv
3378,178,Ice Skates Model X,negative,Boot interior holds odors.,1.0,2025-04-20,opinions_ND.csv
3379,179,Ice Skates Model X,negative,Toe padding could be softer.,2.0,2025-05-07,opinions_ND.csv
3380,180,Ice Skates Model X,negative,Edges require sharpening too often.,1.0,2025-05-23,opinions_ND.csv
3381,181,Ice Skates Model X,negative,Upper material scratches easily.,2.0,2025-06-03,opinions_ND.csv
3382,182,Ice Skates Model X,negative,Insole wears down too fast.,1.0,2025-06-20,opinions_ND.csv
3383,183,Ice Skates Model X,negative,Tongue shifts while skating.,1.0,2025-07-04,opinions_ND.csv
3384,184,Ice Skates Model X,negative,Ankle support inconsistent.,2.0,2025-07-22,opinions_ND.csv
3385,185,Ice Skates Model X,negative,Not comfortable for long sessions.,1.0,2025-08-05,opinions_ND.csv
3386,186,Ice Skates Model X,negative,Feels awkward on backward skating.,2.0,2025-08-21,opinions_ND.csv
3387,187,Ice Skates Model X,negative,Blade holder feels flimsy.,1.0,2025-09-02,opinions_ND.csv
3388,188,Ice Skates Model X,negative,Outer coating chips off.,1.0,2025-09-19,opinions_ND.csv
3389,189,Ice Skates Model X,negative,Laces dig into the tongue.,2.0,2025-10-04,opinions_ND.csv
3390,190,Ice Skates Model X,negative,Doesn’t breathe well.,1.0,2025-10-22,opinions_ND.csv
3391,191,Ice Skates Model X,negative,Too stiff for casual skating.,1.0,2025-11-03,opinions_ND.csv
3392,192,Ice Skates Model X,negative,Blade vibrates slightly at speed.,1.0,2025-11-17,opinions_ND.csv
3393,193,Ice Skates Model X,negative,Not ideal for uneven surfaces.,2.0,2025-12-01,opinions_ND.csv
3394,194,Ice Skates Model X,negative,Edges uneven from factory.,1.0,2025-12-16,opinions_ND.csv
3395,195,Ice Skates Model X,negative,Feels heavy after long use.,2.0,2024-01-17,opinions_ND.csv
3396,196,Ice Skates Model X,negative,Footbed feels overly hard.,1.0,2024-02-01,opinions_ND.csv
3397,197,Ice Skates Model X,negative,Padding around ankle too thin.,1.0,2024-02-20,opinions_ND.csv
3398,198,Ice Skates Model X,negative,Blade alignment slightly off-center.,2.0,2024-03-08,opinions_ND.csv
3399,199,Ice Skates Model X,negative,Soles get slippery when wet.,1.0,2024-03-24,opinions_ND.csv
3400,200,Ice Skates Model X,negative,Break-in takes much longer than expected.,1.0,2024-04-11,opinions_ND.csv
3401,1,The Witcher 3: Wild Hunt,Positive,The best RPG ever made. Period.,,,opinions_PS.csv
3402,2,The Witcher 3: Wild Hunt,Positive,"I came for the monsters, I stayed for the Gwent.",,,opinions_PS.csv
3403,3,The Witcher 3: Wild Hunt,Positive,The story writing sets a bar that other games still haven't reached years later.,,,opinions_PS.csv
3404,4,The Witcher 3: Wild Hunt,Negative,Combat feels a bit clunky compared to Dark Souls.,,,opinions_PS.csv
3405,5,The Witcher 3: Wild Hunt,Positive,Blood and Wine is better than most standalone AAA games.,,,opinions_PS.csv
3406,6,The Witcher 3: Wild Hunt,Positive,Wind's howling.,,,opinions_PS.csv
3407,7,The Witcher 3: Wild Hunt,Positive,100 hours in and I haven't even gone to Skellige yet.,,,opinions_PS.csv
3408,8,The Witcher 3: Wild Hunt,Neutral,Great game but the movement controls are a bit floaty.,,,opinions_PS.csv
3409,9,The Witcher 3: Wild Hunt,Positive,Geralt of Rivia is the ultimate protagonist.,,,opinions_PS.csv
3410,10,The Witcher 3: Wild Hunt,Positive,The side quests are actually better than the main quest in some other games.,,,opinions_PS.csv
3411,11,The Witcher 3: Wild Hunt,Positive,Triss or Yennefer? The hardest choice of my life.,,,opinions_PS.csv
3412,12,The Witcher 3: Wild Hunt,Positive,The music in Skellige brings tears to my eyes.,,,opinions_PS.csv
3413,13,The Witcher 3: Wild Hunt,Negative,"Too much talking, not enough fighting for my taste.",,,opinions_PS.csv
3414,14,The Witcher 3: Wild Hunt,Positive,A masterpiece of open-world design.,,,opinions_PS.csv
3415,15,The Witcher 3: Wild Hunt,Positive,I spent 40 hours just playing cards in taverns. 10/10 card simulator.,,,opinions_PS.csv
3416,16,The Witcher 3: Wild Hunt,Neutral,Inventory management can be a pain on console.,,,opinions_PS.csv
3417,17,The Witcher 3: Wild Hunt,Positive,The Bloody Baron questline left me speechless.,,,opinions_PS.csv
3418,18,The Witcher 3: Wild Hunt,Positive,"Worth every penny, especially with the Next-Gen update.",,,opinions_PS.csv
3419,19,The Witcher 3: Wild Hunt,Negative,Roach (the horse) is the glitches thing I have ever seen. Why is he on the roof?,,,opinions_PS.csv
3420,20,The Witcher 3: Wild Hunt,Positive,This game ruined other RPGs for me because nothing else compares.,,,opinions_PS.csv
3421,21,The Witcher 3: Wild Hunt,Positive,"Visually stunning, even years after release.",,,opinions_PS.csv
3422,22,The Witcher 3: Wild Hunt,Neutral,The swimming mechanics are terrible.,,,opinions_PS.csv
3423,23,The Witcher 3: Wild Hunt,Positive,Gaunter O'Dimm is the best villain in gaming history.,,,opinions_PS.csv
3424,24,The Witcher 3: Wild Hunt,Positive,Every choice matters. I got the bad ending and cried.,,,opinions_PS.csv
3425,25,The Witcher 3: Wild Hunt,Negative,Geralt dies from a 3-foot drop. Fix the fall damage.,,,opinions_PS.csv
3426,26,The Witcher 3: Wild Hunt,Positive,"Bought it on sale, would have paid full price twice.",,,opinions_PS.csv
3427,27,The Witcher 3: Wild Hunt,Positive,The atmosphere in Velen is so oppressive and perfect.,,,opinions_PS.csv
3428,28,The Witcher 3: Wild Hunt,Neutral,Too many question marks on the map in Skellige. It's overwhelming.,,,opinions_PS.csv
3429,29,The Witcher 3: Wild Hunt,Positive,Playing on Death March difficulty is the true Witcher experience.,,,opinions_PS.csv
3430,30,The Witcher 3: Wild Hunt,Negative,Weapon degradation mechanic is annoying.,,,opinions_PS.csv
3431,31,The Witcher 3: Wild Hunt,Positive,The character facial animations are incredible.,,,opinions_PS.csv
3432,32,The Witcher 3: Wild Hunt,Positive,Hearts of Stone has the best storytelling in the series.,,,opinions_PS.csv
3433,33,The Witcher 3: Wild Hunt,Neutral,Loading times on older consoles are brutal.,,,opinions_PS.csv
3434,34,The Witcher 3: Wild Hunt,Positive,Walking through Novigrad feels like being in a real medieval city.,,,opinions_PS.csv
3435,35,The Witcher 3: Wild Hunt,Positive,Toussaint is the most beautiful location in gaming.,,,opinions_PS.csv
3436,36,The Witcher 3: Wild Hunt,Negative,I don't like that I can't create my own character.,,,opinions_PS.csv
3437,37,The Witcher 3: Wild Hunt,Positive,"Pam pa ram, pam pam pa ram.",,,opinions_PS.csv
3438,38,The Witcher 3: Wild Hunt,Positive,The sheer amount of content is staggering.,,,opinions_PS.csv
3439,39,The Witcher 3: Wild Hunt,Neutral,Alchemy system is a bit complex for casual players.,,,opinions_PS.csv
3440,40,The Witcher 3: Wild Hunt,Positive,A work of art.,,,opinions_PS.csv
3441,41,The Witcher 3: Wild Hunt,Positive,The relationship between Geralt and Ciri is the heart of this game.,,,opinions_PS.csv
3442,42,The Witcher 3: Wild Hunt,Negative,Why does it rain so much in Velen?,,,opinions_PS.csv
3443,43,The Witcher 3: Wild Hunt,Positive,I wish I could erase my memory and play this again for the first time.,,,opinions_PS.csv
3444,44,The Witcher 3: Wild Hunt,Positive,"Detailed, mature, and emotional.",,,opinions_PS.csv
3445,45,The Witcher 3: Wild Hunt,Neutral,The loot system is kind of generic. Most swords are useless.,,,opinions_PS.csv
3446,46,The Witcher 3: Wild Hunt,Positive,CD Projekt Red cooked with this one.,,,opinions_PS.csv
3447,47,The Witcher 3: Wild Hunt,Positive,The contract missions make you feel like a real monster hunter.,,,opinions_PS.csv
3448,48,The Witcher 3: Wild Hunt,Negative,Controls on keyboard and mouse are awkward.,,,opinions_PS.csv
3449,49,The Witcher 3: Wild Hunt,Positive,Simply legendary.,,,opinions_PS.csv
3450,50,The Witcher 3: Wild Hunt,Positive,The dialogue options are nuanced and interesting.,,,opinions_PS.csv
3451,51,The Witcher 3: Wild Hunt,Positive,Best 5 dollars I ever spent on a steam sale.,,,opinions_PS.csv
3452,52,The Witcher 3: Wild Hunt,Neutral,Takes a while to get into. The first area is slow.,,,opinions_PS.csv
3453,53,The Witcher 3: Wild Hunt,Positive,"Medallion's humming. Place of power, gotta be.",,,opinions_PS.csv
3454,54,The Witcher 3: Wild Hunt,Negative,Too many cutscenes.,,,opinions_PS.csv
3455,55,The Witcher 3: Wild Hunt,Positive,The expansion packs are massive.,,,opinions_PS.csv
3456,56,The Witcher 3: Wild Hunt,Positive,Regis is my favorite character.,,,opinions_PS.csv
3457,57,The Witcher 3: Wild Hunt,Neutral,"Combat is just dodge, hit, Quen, repeat.",,,opinions_PS.csv
3458,58,The Witcher 3: Wild Hunt,Positive,The world feels alive.,,,opinions_PS.csv
3459,59,The Witcher 3: Wild Hunt,Positive,Graphics update makes it look next-gen.,,,opinions_PS.csv
3460,60,The Witcher 3: Wild Hunt,Negative,Horse racing quests are frustrating.,,,opinions_PS.csv
3461,61,The Witcher 3: Wild Hunt,Positive,The voice acting is top tier.,,,opinions_PS.csv
3462,62,The Witcher 3: Wild Hunt,Positive,I love collecting the Witcher gear sets.,,,opinions_PS.csv
3463,63,The Witcher 3: Wild Hunt,Neutral,Crafting is tedious.,,,opinions_PS.csv
3464,64,The Witcher 3: Wild Hunt,Positive,A deeply immersive experience.,,,opinions_PS.csv
3465,65,The Witcher 3: Wild Hunt,Positive,"You don't need to play the first two to enjoy this, but it helps.",,,opinions_PS.csv
3466,66,The Witcher 3: Wild Hunt,Negative,The menu UI is cluttered.,,,opinions_PS.csv
3467,67,The Witcher 3: Wild Hunt,Positive,The Leshen is the scariest monster design ever.,,,opinions_PS.csv
3468,68,The Witcher 3: Wild Hunt,Positive,Reviewing this in 2025: Still the GOAT.,,,opinions_PS.csv
3469,69,The Witcher 3: Wild Hunt,Neutral,Getting all the achievements is a grind.,,,opinions_PS.csv
3470,70,The Witcher 3: Wild Hunt,Positive,Team Yennefer all the way.,,,opinions_PS.csv
3471,71,The Witcher 3: Wild Hunt,Positive,Team Triss for life.,,,opinions_PS.csv
3472,72,The Witcher 3: Wild Hunt,Positive,I ignored the main quest for 3 months to explore.,,,opinions_PS.csv
3473,73,The Witcher 3: Wild Hunt,Negative,I got stuck in a geometry glitch.,,,opinions_PS.csv
3474,74,The Witcher 3: Wild Hunt,Positive,The sunsets in this game are photorealistic.,,,opinions_PS.csv
3475,75,The Witcher 3: Wild Hunt,Positive,Pure escapism.,,,opinions_PS.csv
3476,76,The Witcher 3: Wild Hunt,Neutral,Level scaling can be annoying.,,,opinions_PS.csv
3477,77,The Witcher 3: Wild Hunt,Positive,"It's not just a game, it's a journey.",,,opinions_PS.csv
3478,78,The Witcher 3: Wild Hunt,Positive,The writing is mature and treats the player with respect.,,,opinions_PS.csv
3479,79,The Witcher 3: Wild Hunt,Negative,Underwater combat with the crossbow sucks.,,,opinions_PS.csv
3480,80,The Witcher 3: Wild Hunt,Positive,I've completed it 4 times and still find new things.,,,opinions_PS.csv
3481,81,The Witcher 3: Wild Hunt,Positive,The humor is surprisingly good.,,,opinions_PS.csv
3482,82,The Witcher 3: Wild Hunt,Neutral,The font size was too small before I changed the settings.,,,opinions_PS.csv
3483,83,The Witcher 3: Wild Hunt,Positive,An epic adventure.,,,opinions_PS.csv
3484,84,The Witcher 3: Wild Hunt,Positive,Dijkstra is such a well-written character.,,,opinions_PS.csv
3485,85,The Witcher 3: Wild Hunt,Negative,Fall damage is ridiculous. Geralt has glass ankles.,,,opinions_PS.csv
3486,86,The Witcher 3: Wild Hunt,Positive,"The best open world since Skyrim, maybe better.",,,opinions_PS.csv
3487,87,The Witcher 3: Wild Hunt,Positive,Makes you care about the NPCs.,,,opinions_PS.csv
3488,88,The Witcher 3: Wild Hunt,Neutral,Too many oils and potions to manage.,,,opinions_PS.csv
3489,89,The Witcher 3: Wild Hunt,Positive,Fighting a Griffin for the first time was a core memory.,,,opinions_PS.csv
3490,90,The Witcher 3: Wild Hunt,Positive,10/10 would erase memory to play again.,,,opinions_PS.csv
3491,91,The Witcher 3: Wild Hunt,Negative,Main story drags a bit in the middle.,,,opinions_PS.csv
3492,92,The Witcher 3: Wild Hunt,Positive,The attention to detail is insane.,,,opinions_PS.csv
3493,93,The Witcher 3: Wild Hunt,Positive,Looks amazing on Steam Deck.,,,opinions_PS.csv
3494,94,The Witcher 3: Wild Hunt,Neutral,Fist fighting quests are annoying.,,,opinions_PS.csv
3495,95,The Witcher 3: Wild Hunt,Positive,Priscilla's song... beautiful.,,,opinions_PS.csv
3496,96,The Witcher 3: Wild Hunt,Positive,Better than the Netflix show.,,,opinions_PS.csv
3497,97,The Witcher 3: Wild Hunt,Negative,Got lost in a cave for an hour. Map didn't help.,,,opinions_PS.csv
3498,98,The Witcher 3: Wild Hunt,Positive,A defining game of the generation.,,,opinions_PS.csv
3499,99,The Witcher 3: Wild Hunt,Positive,The best fantasy game.,,,opinions_PS.csv
3500,100,The Witcher 3: Wild Hunt,Positive,Must play.,,,opinions_PS.csv
3501,101,The Witcher 3: Wild Hunt,Positive,Exploration feels organic.,,,opinions_PS.csv
3502,102,The Witcher 3: Wild Hunt,Neutral,Saving system can be weird during quests.,,,opinions_PS.csv
3503,103,The Witcher 3: Wild Hunt,Positive,The lore is deep and rich.,,,opinions_PS.csv
3504,104,The Witcher 3: Wild Hunt,Positive,Kaer Morhen feels like home.,,,opinions_PS.csv
3505,105,The Witcher 3: Wild Hunt,Negative,Movement indoors is clumsy.,,,opinions_PS.csv
3506,106,The Witcher 3: Wild Hunt,Positive,The ending slides make you reflect on your choices.,,,opinions_PS.csv
3507,107,The Witcher 3: Wild Hunt,Positive,Grandmaster Witcher gear looks sick.,,,opinions_PS.csv
3508,108,The Witcher 3: Wild Hunt,Neutral,Candles. I keep lighting candles instead of looting.,,,opinions_PS.csv
3509,109,The Witcher 3: Wild Hunt,Positive,A masterclass in storytelling.,,,opinions_PS.csv
3510,110,The Witcher 3: Wild Hunt,Positive,Even the fetch quests have a story twist.,,,opinions_PS.csv
3511,111,The Witcher 3: Wild Hunt,Negative,Roach stopped moving. Had to reload.,,,opinions_PS.csv
3512,112,The Witcher 3: Wild Hunt,Positive,High replay value.,,,opinions_PS.csv
3513,113,The Witcher 3: Wild Hunt,Positive,The Ladies of the Wood are terrifying.,,,opinions_PS.csv
3514,114,The Witcher 3: Wild Hunt,Neutral,Skill tree is a bit basic.,,,opinions_PS.csv
3515,115,The Witcher 3: Wild Hunt,Positive,Unforgettable.,,,opinions_PS.csv
3516,116,The Witcher 3: Wild Hunt,Positive,The Polish voice acting is authentic.,,,opinions_PS.csv
3517,117,The Witcher 3: Wild Hunt,Positive,Dynamic weather is great.,,,opinions_PS.csv
3518,118,The Witcher 3: Wild Hunt,Negative,Why can't I fast travel from anywhere?,,,opinions_PS.csv
3519,119,The Witcher 3: Wild Hunt,Positive,Looks like a painting.,,,opinions_PS.csv
3520,120,The Witcher 3: Wild Hunt,Positive,Best dad simulator.,,,opinions_PS.csv
3521,121,The Witcher 3: Wild Hunt,Neutral,Some textures pop in.,,,opinions_PS.csv
3522,122,The Witcher 3: Wild Hunt,Positive,The political intrigue is smart.,,,opinions_PS.csv
3523,123,The Witcher 3: Wild Hunt,Positive,Runs smooth on my PC.,,,opinions_PS.csv
3524,124,The Witcher 3: Wild Hunt,Negative,Too many sirens in Skellige waters.,,,opinions_PS.csv
3525,125,The Witcher 3: Wild Hunt,Positive,Gwent should be an Olympic sport.,,,opinions_PS.csv
3526,126,The Witcher 3: Wild Hunt,Positive,I feel empty now that I finished it.,,,opinions_PS.csv
3527,127,The Witcher 3: Wild Hunt,Neutral,Camera angles can get bad in corners.,,,opinions_PS.csv
3528,128,The Witcher 3: Wild Hunt,Positive,Incredible DLCs.,,,opinions_PS.csv
3529,129,The Witcher 3: Wild Hunt,Positive,The monster bestiary is huge.,,,opinions_PS.csv
3530,130,The Witcher 3: Wild Hunt,Negative,Overrated combat.,,,opinions_PS.csv
3531,131,The Witcher 3: Wild Hunt,Positive,Loved every second.,,,opinions_PS.csv
3532,132,The Witcher 3: Wild Hunt,Positive,The philosophical questions it raises are deep.,,,opinions_PS.csv
3533,133,The Witcher 3: Wild Hunt,Neutral,Looting animation takes too long.,,,opinions_PS.csv
3534,134,The Witcher 3: Wild Hunt,Positive,Immersive.,,,opinions_PS.csv
3535,135,The Witcher 3: Wild Hunt,Positive,A benchmark for the industry.,,,opinions_PS.csv
3536,136,The Witcher 3: Wild Hunt,Negative,Too grim sometimes.,,,opinions_PS.csv
3537,137,The Witcher 3: Wild Hunt,Positive,The dynamic between Geralt and Dandelion is funny.,,,opinions_PS.csv
3538,138,The Witcher 3: Wild Hunt,Positive,Top 3 games of all time.,,,opinions_PS.csv
3539,139,The Witcher 3: Wild Hunt,Neutral,Crossbow is weak.,,,opinions_PS.csv
3540,140,The Witcher 3: Wild Hunt,Positive,Exceeded expectations.,,,opinions_PS.csv
3541,141,The Witcher 3: Wild Hunt,Positive,"The world doesn't revolve around you, which is refreshing.",,,opinions_PS.csv
3542,142,The Witcher 3: Wild Hunt,Negative,Escort missions are bad.,,,opinions_PS.csv
3543,143,The Witcher 3: Wild Hunt,Positive,Brilliant.,,,opinions_PS.csv
3544,144,The Witcher 3: Wild Hunt,Positive,Superb writing.,,,opinions_PS.csv
3545,145,The Witcher 3: Wild Hunt,Neutral,Durability system is outdated.,,,opinions_PS.csv
3546,146,The Witcher 3: Wild Hunt,Positive,Phenomenal.,,,opinions_PS.csv
3547,147,The Witcher 3: Wild Hunt,Positive,"Spent 200 hours, barely halfway.",,,opinions_PS.csv
3548,148,The Witcher 3: Wild Hunt,Negative,Some bugs still exist.,,,opinions_PS.csv
3549,149,The Witcher 3: Wild Hunt,Positive,Beautiful soundtrack.,,,opinions_PS.csv
3550,150,The Witcher 3: Wild Hunt,Positive,Emotional rollercoaster.,,,opinions_PS.csv
3551,151,The Witcher 3: Wild Hunt,Neutral,Need a mod for weight limit.,,,opinions_PS.csv
3552,152,The Witcher 3: Wild Hunt,Positive,Spectacular.,,,opinions_PS.csv
3553,153,The Witcher 3: Wild Hunt,Positive,The gold standard.,,,opinions_PS.csv
3554,154,The Witcher 3: Wild Hunt,Negative,Foglets are annoying.,,,opinions_PS.csv
3555,155,The Witcher 3: Wild Hunt,Positive,Perfect quarantine game.,,,opinions_PS.csv
3556,156,The Witcher 3: Wild Hunt,Positive,Box art is iconic.,,,opinions_PS.csv
3557,157,The Witcher 3: Wild Hunt,Neutral,Too much walking.,,,opinions_PS.csv
3558,158,The Witcher 3: Wild Hunt,Positive,Amazing.,,,opinions_PS.csv
3559,159,The Witcher 3: Wild Hunt,Positive,Gwent is life.,,,opinions_PS.csv
3560,160,The Witcher 3: Wild Hunt,Negative,Inventory clutter.,,,opinions_PS.csv
3561,161,The Witcher 3: Wild Hunt,Positive,Great value.,,,opinions_PS.csv
3562,162,The Witcher 3: Wild Hunt,Positive,My favorite game.,,,opinions_PS.csv
3563,163,The Witcher 3: Wild Hunt,Neutral,Combat is repetitive.,,,opinions_PS.csv
3564,164,The Witcher 3: Wild Hunt,Positive,Iconic.,,,opinions_PS.csv
3565,165,The Witcher 3: Wild Hunt,Positive,Fun.,,,opinions_PS.csv
3566,166,The Witcher 3: Wild Hunt,Negative,Roach is dumb.,,,opinions_PS.csv
3567,167,The Witcher 3: Wild Hunt,Positive,Dream game.,,,opinions_PS.csv
3568,168,The Witcher 3: Wild Hunt,Positive,Breathtaking.,,,opinions_PS.csv
3569,169,The Witcher 3: Wild Hunt,Neutral,Hard to learn.,,,opinions_PS.csv
3570,170,The Witcher 3: Wild Hunt,Positive,The best.,,,opinions_PS.csv
3571,171,The Witcher 3: Wild Hunt,Positive,Detailed.,,,opinions_PS.csv
3572,172,The Witcher 3: Wild Hunt,Negative,Crashed once.,,,opinions_PS.csv
3573,173,The Witcher 3: Wild Hunt,Positive,Awesome.,,,opinions_PS.csv
3574,174,The Witcher 3: Wild Hunt,Positive,Epic story.,,,opinions_PS.csv
3575,175,The Witcher 3: Wild Hunt,Neutral,Slow start.,,,opinions_PS.csv
3576,176,The Witcher 3: Wild Hunt,Positive,Great variety.,,,opinions_PS.csv
3577,177,The Witcher 3: Wild Hunt,Positive,Spectacular result.,,,opinions_PS.csv
3578,178,The Witcher 3: Wild Hunt,Negative,Too long.,,,opinions_PS.csv
3579,179,The Witcher 3: Wild Hunt,Positive,Love Ciri.,,,opinions_PS.csv
3580,180,The Witcher 3: Wild Hunt,Positive,Highly detailed.,,,opinions_PS.csv
3581,181,The Witcher 3: Wild Hunt,Neutral,Ui is small.,,,opinions_PS.csv
3582,182,The Witcher 3: Wild Hunt,Positive,Totally worth it.,,,opinions_PS.csv
3583,183,The Witcher 3: Wild Hunt,Positive,Impressive.,,,opinions_PS.csv
3584,184,The Witcher 3: Wild Hunt,Negative,Overhyped.,,,opinions_PS.csv
3585,185,The Witcher 3: Wild Hunt,Positive,RPG dream.,,,opinions_PS.csv
3586,186,The Witcher 3: Wild Hunt,Positive,Unbelievable scale.,,,opinions_PS.csv
3587,187,The Witcher 3: Wild Hunt,Neutral,Clunky.,,,opinions_PS.csv
3588,188,The Witcher 3: Wild Hunt,Positive,Game of the year.,,,opinions_PS.csv
3589,189,The Witcher 3: Wild Hunt,Positive,Great gift.,,,opinions_PS.csv
3590,190,The Witcher 3: Wild Hunt,Positive,Looks real.,,,opinions_PS.csv
3591,191,The Witcher 3: Wild Hunt,Negative,Glitchy.,,,opinions_PS.csv
3592,192,The Witcher 3: Wild Hunt,Positive,Pure awesome.,,,opinions_PS.csv
3593,193,The Witcher 3: Wild Hunt,Positive,Loved it.,,,opinions_PS.csv
3594,194,The Witcher 3: Wild Hunt,Neutral,Takes a long time.,,,opinions_PS.csv
3595,195,The Witcher 3: Wild Hunt,Positive,Masterpiece.,,,opinions_PS.csv
3596,196,The Witcher 3: Wild Hunt,Positive,Huge.,,,opinions_PS.csv
3597,197,The Witcher 3: Wild Hunt,Negative,Hard.,,,opinions_PS.csv
3598,198,The Witcher 3: Wild Hunt,Positive,Amazing details.,,,opinions_PS.csv
3599,199,The Witcher 3: Wild Hunt,Positive,Fantasy heaven.,,,opinions_PS.csv
3600,200,The Witcher 3: Wild Hunt,Positive,The best game in history.,,,opinions_PS.csv
3601,1,A Court of Thorns and Roses,Positive,"The book is wonderful, just like all of Sarah J. Maas's work. The plot is based on the Beauty and the Beast fairy tale. The book grabs your heart and holds it until the end.",,,opinions_SW.csv
3602,2,A Court of Thorns and Roses,Positive,Nothing has drawn me in as much as this series. 10/10.,,,opinions_SW.csv
3603,3,A Court of Thorns and Roses,Neutral,"I'll say this - the beginning of the book, about 300 pages, is a failure. Terribly much whining from Frey. Overall the story is cool, but it could be shortened by half.",,,opinions_SW.csv
3604,4,A Court of Thorns and Roses,Negative,Boundless boredom. A cheap harlequin in a mediocre fantasy setting with muscular faux-elves.,,,opinions_SW.csv
3605,5,A Court of Thorns and Roses,Positive,You read the book in one breath - the author builds the whole story fantastically.,,,opinions_SW.csv
3606,6,A Court of Thorns and Roses,Neutral,"The Beauty and the Beast thread expanded with magic and fighting. However, it is more of a romance reading than a combat one.",,,opinions_SW.csv
3607,7,A Court of Thorns and Roses,Negative,"I am very sorry, but this is trash in a fantasy disguise. Harlequin of the worst sort.",,,opinions_SW.csv
3608,8,A Court of Thorns and Roses,Negative,I have mixed feelings. I felt like I had read something similar before.,,,opinions_SW.csv
3609,9,A Court of Thorns and Roses,Positive,The author introduces the reader very well into a new world full of magic and brutality.,,,opinions_SW.csv
3610,10,A Court of Thorns and Roses,Positive,"The plot develops quite lazily at first, but later the book picks up the pace.",,,opinions_SW.csv
3611,11,A Court of Thorns and Roses,Positive,"Great start to a wonderful series, in the next volumes the action really kicks off.",,,opinions_SW.csv
3612,12,A Court of Thorns and Roses,Positive,"After reading the Throne of Glass series, I reached for another series by this author. It hooked me even more!",,,opinions_SW.csv
3613,13,A Court of Thorns and Roses,Positive,Sensational fantasy book with a touch of sensation and romance.,,,opinions_SW.csv
3614,14,A Court of Thorns and Roses,Positive,"Beautiful, engaging story. Fantasy and romance. Light, I read it in 2 days.",,,opinions_SW.csv
3615,15,A Court of Thorns and Roses,Negative,Terribly banal and the language written is for not very bright teenagers.,,,opinions_SW.csv
3616,16,A Court of Thorns and Roses,Positive,"If you are a fan of fantasy with a romantic note, I highly recommend it.",,,opinions_SW.csv
3617,17,A Court of Thorns and Roses,Positive,I love it. This story drew me in very much. Recommend!!!,,,opinions_SW.csv
